name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
11355,2022-02-05,-2.3,-6.4,-3.7,-8.3,-13,-10.8,-10.9,58.4,0,0,0,,0,0.2,52,34.6,320.3,1024.3,58.5,15.8,133.2,11.5,6,10,2022-02-05T07:01:14,2022-02-05T17:17:55,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-06,-0.8,-8.4,-4.2,-4,-13.9,-8.6,-12.5,53.2,0,0,0,,0,0,20.5,19.7,72.3,1035.6,32.3,16,144.3,12.3,6,10,2022-02-06T07:00:08,2022-02-06T17:19:09,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-07,3.5,-1.1,1.5,1.4,-4.5,-1.6,-0.8,84.5,3.437,100,54.17,"rain,freezingrain,snow",0,0,24.8,17.7,26.5,1024.9,99.7,8,23.9,1.9,1,10,2022-02-07T06:59:01,2022-02-07T17:20:24,0.21,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-02-08,8.1,1.3,3.8,5,-3.1,-0.2,-2.4,66.1,2.518,100,16.67,rain,0,0,48.4,36.1,300.5,1013.8,67.1,15,123.3,10.7,6,10,2022-02-08T06:57:52,2022-02-08T17:21:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-09,6.2,-0.6,2.9,5.2,-5.2,-0.1,-5.5,55.2,0,0,0,,0,0,34.9,21.9,212.2,1017.1,9.9,16,149.1,12.9,6,10,2022-02-09T06:56:42,2022-02-09T17:22:52,0.27,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-10,12.5,1.8,6.9,12.5,-0.8,5.4,-2.9,55.2,0,0,0,,0,0,50.5,30.7,263,1011.7,48.8,15.7,139.2,12,6,10,2022-02-10T06:55:31,2022-02-10T17:24:05,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-11,12.6,3,8.3,12.6,1,6.9,-2.6,47.2,0,0,0,,0,0,47.9,30.6,178.3,1014.3,42.6,16,158.5,13.7,6,10,2022-02-11T06:54:18,2022-02-11T17:25:19,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-12,14.9,6.7,11.5,14.9,3.8,10.8,-2.3,38.7,0,0,0,rain,0,0.3,48.5,32.8,256.5,1013.8,77.3,16,118.9,10.2,6,10,2022-02-12T06:53:03,2022-02-12T17:26:32,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-13,5.7,-3.1,0.5,3,-9.2,-3.9,-4.6,70.2,4.724,100,58.33,"rain,snow",0.9,1.4,34.8,22.1,10.2,1019.6,100,8.6,24.8,2.2,1,10,2022-02-13T06:51:48,2022-02-13T17:27:46,0.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-14,-3.2,-7.6,-5.4,-9.6,-16.8,-13,-16.4,41.9,0,0,0,snow,0.3,1.6,50,36.3,312.8,1021.5,24.7,16,172.4,14.9,6,10,2022-02-14T06:50:31,2022-02-14T17:28:58,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-15,-1.1,-8.1,-4.3,-5.1,-16,-10,-16.8,37.7,0,0,0,snow,0,0.5,40.7,29.5,289.4,1036.4,10.8,16,166.7,14.5,6,10,2022-02-15T06:49:13,2022-02-15T17:30:11,0.47,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-16,7.3,-2.4,3.1,4,-5.4,-0.2,-4.3,59.1,0,0,0,,0,0.1,37.1,24.7,183.6,1036.7,64.3,16,121.3,10.3,6,10,2022-02-16T06:47:53,2022-02-16T17:31:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-17,15.8,7.9,12.1,15.8,4.8,11.8,5.9,66.9,3.971,100,8.33,rain,0,0,60,29.8,180.8,1019.1,89.6,15,122.7,10.5,5,10,2022-02-17T06:46:33,2022-02-17T17:32:36,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-18,16,-1.8,7.1,16,-6.9,3.7,-2,54.8,9.615,100,29.17,rain,0,0,71.9,47,285.4,1006.8,61.6,15.4,163.7,13.9,6,10,2022-02-18T06:45:11,2022-02-18T17:33:48,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-19,4.9,-3.7,-0.5,0.1,-12.2,-5.8,-12,42.2,0,0,0,,0,0,72.3,45,274,1016.9,34.5,16,108.4,9.4,5,10,2022-02-19T06:43:49,2022-02-19T17:34:59,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-20,1.5,-5.8,-2,-3.4,-13.7,-7.7,-13.5,41.4,0,0,0,,0,0,61.5,38.8,254.4,1029.2,20.8,16,166.4,14.3,6,10,2022-02-20T06:42:25,2022-02-20T17:36:10,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-21,11.1,0.4,4.9,11.1,-3.8,2.3,-4.5,52.1,0,0,0,,0,0,30.6,17,197.9,1027,25.5,16,173.1,15.1,6,10,2022-02-21T06:41:00,2022-02-21T17:37:21,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-22,12.1,2.2,7,12.1,-0.8,5.4,4.9,86.4,5.603,100,33.33,rain,0,0,62.8,30.6,136.1,1022.8,89.6,11.1,62.5,5.4,4,10,2022-02-22T06:39:34,2022-02-22T17:38:32,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-23,20,2.7,13,20,-2.2,12.1,5.6,64.1,0,0,0,,0,0,59.6,37.3,263.1,1015.4,77.7,15.9,82.5,7,4,10,2022-02-23T06:38:08,2022-02-23T17:39:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-24,2.1,-1.2,0,-3.3,-6.8,-4.7,-11.3,42.6,0,0,0,freezingrain,0,0,46.4,31.7,10.6,1030.2,85.1,16,66.5,5.6,2,10,2022-02-24T06:36:40,2022-02-24T17:40:53,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-25,6.1,-2.4,0.9,1.5,-9.3,-4.1,-3.8,72.9,20.048,100,50,"rain,freezingrain,snow,ice",0.9,0,54.4,34.4,353,1020.5,84.4,11.6,47.3,4,3,10,2022-02-25T06:35:12,2022-02-25T17:42:02,0.82,"Snow, Rain, Freezing Drizzle/Freezing Rain, Ice, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-26,2.7,-4.3,-1,-0.7,-11.1,-6.1,-11,46.9,0,0,0,,0,0,42.3,28.7,304.3,1028.3,60.2,16,158.9,13.9,7,10,2022-02-26T06:33:42,2022-02-26T17:43:12,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-27,8.8,-1.4,3.3,5.3,-7,-1.6,-9.5,40.5,0,0,0,,0,0,57.6,37.5,269.8,1016.6,29.5,16,187.2,16.2,7,10,2022-02-27T06:32:12,2022-02-27T17:44:21,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-02-28,2.1,-2.4,-0.2,-1.7,-9.4,-5,-15,33.4,0,0,0,,0,0,57.2,30,327.3,1023.5,35,16,194,16.8,7,10,2022-02-28T06:30:41,2022-02-28T17:45:30,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-01,8,-0.8,4,5.9,-4.5,0.9,-5.1,53.4,0,0,0,,0,0,43.7,25.9,168.7,1020.5,88.9,16,61.4,5.4,2,10,2022-03-01T06:29:10,2022-03-01T17:46:38,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-02,11.1,4.9,7.4,11.1,1,4.8,-2.1,53.2,0,0,0,,0,0,37.1,21.9,273.9,1014.5,48.3,15.8,184,16,7,10,2022-03-02T06:27:37,2022-03-02T17:47:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-03,7.8,-3,3.9,5.1,-10.9,-1,-8.2,43.2,0.984,100,8.33,rain,0,0,51.4,36.8,305.9,1017.5,55.8,15.9,197.5,17.1,7,10,2022-03-03T06:26:04,2022-03-03T17:48:55,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-04,2.9,-5.9,-1.4,-0.9,-11.6,-6,-14.9,35.6,0,0,0,,0,0,40.5,24.2,278.9,1032.3,25.5,16,200.6,17.3,7,10,2022-03-04T06:24:31,2022-03-04T17:50:02,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-05,7,-0.5,3.6,5.3,-4.3,1.4,-6.6,48.1,0,0,0,,0,0,33.5,20.6,161.4,1031.4,72.5,16,133.5,11.7,5,10,2022-03-05T06:22:56,2022-03-05T17:51:10,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-06,18.9,4.8,11.7,18.9,2.4,11.1,7.5,75.6,1.273,100,16.67,rain,0,0,46.5,25.2,209.9,1017.1,89.3,14.3,66.5,5.7,4,10,2022-03-06T06:21:22,2022-03-06T17:52:17,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-07,21.3,14,17.3,21.3,14,17.3,9.6,61.2,1.146,100,16.67,rain,0,0,79.1,45.8,222.6,1006.7,86.5,15.5,98.5,8.6,4,10,2022-03-07T06:19:46,2022-03-07T17:53:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-08,11.1,4.3,6.2,11.1,-1.9,2.3,-6.9,39.1,0,0,0,,0,0,72.1,47.3,310.1,1017,79.3,16,187.6,16.2,6,10,2022-03-08T06:18:10,2022-03-08T17:54:30,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-09,4.5,1.1,2.6,2.1,-4,-1.1,-2.2,73.9,14.125,100,58.33,"rain,snow",3.2,0,35.3,21.6,59.5,1017.4,97,10.8,18.8,1.7,1,10,2022-03-09T06:16:34,2022-03-09T17:55:36,0.22,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-03-10,9.5,0.1,4.6,9.5,-2.9,2.7,-1.3,68,0,0,0,,0,0,15.5,12.9,19.5,1020.6,71.2,13.6,157.8,13.7,6,10,2022-03-10T06:14:57,2022-03-10T17:56:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
